features,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15
ENSG00000274933.6,1,0,0,0,0,0,1,0,0,0,0,0
ENSG00000261499.2,10,13,11,8,12,9,1,12,8,12,4,15
ENSG00000265889.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260287.4,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000274226.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277029.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275954.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274658.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000289011.1,5,0,4,3,0,1,0,2,5,6,0,6
ENSG00000273611.5,570,465,833,996,589,490,833,569,951,957,1029,622
ENSG00000274164.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278259.5,1407,1199,1545,1294,1386,1250,987,1455,1702,1955,1324,1978
ENSG00000277161.2,391,419,285,545,448,342,541,388,346,274,690,503
ENSG00000278311.5,1859,1886,2034,1837,1931,2050,1470,2000,2147,1772,1925,2466
ENSG00000274756.1,17,7,14,9,8,9,7,14,6,16,8,8
ENSG00000278535.5,295,277,251,526,262,390,414,261,312,379,486,381
ENSG00000278619.5,306,302,594,671,300,349,600,283,526,672,703,422
ENSG00000275720.1,2,2,0,9,0,0,5,2,2,2,5,0
ENSG00000276508.1,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000275613.2,4,0,4,3,1,0,2,0,3,5,3,1
ENSG00000277268.2,0,0,2,1,0,0,0,0,0,1,0,0
ENSG00000273706.5,2,0,1,1,1,0,0,4,3,1,0,2
ENSG00000276707.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275700.6,3547,3613,3701,4834,4073,3841,4105,4083,3727,3873,4976,5333
ENSG00000277911.1,1,1,0,1,1,1,0,0,1,0,3,3
ENSG00000277589.1,3,6,3,5,5,2,1,4,1,1,2,6
ENSG00000276326.1,1,1,0,1,0,0,0,0,0,0,0,0
ENSG00000277579.1,5,4,2,1,2,0,0,3,0,1,3,9
ENSG00000278638.2,3,0,0,0,1,0,0,2,1,0,1,1
ENSG00000278540.5,1659,1252,1412,2143,1443,1186,1701,1589,1490,1506,2017,2510
ENSG00000274308.1,4,6,3,4,2,4,4,1,4,3,8,3
ENSG00000275029.1,80,86,225,234,110,83,216,110,227,176,242,105
ENSG00000276810.1,9,2,0,2,2,3,3,2,4,1,1,2
ENSG00000278505.5,2,0,0,0,1,2,0,4,0,0,1,1
ENSG00000276054.1,1,0,0,4,1,0,0,2,1,0,3,0
ENSG00000276234.5,435,317,570,556,372,330,554,416,690,543,665,463
ENSG00000273965.1,1,1,0,1,0,0,1,1,0,0,3,0
ENSG00000275839.1,0,0,2,0,1,0,1,2,0,0,0,1
ENSG00000289110.1,0,5,0,4,3,1,0,1,1,1,1,2
ENSG00000276023.5,719,611,815,868,562,606,701,597,873,718,940,734
ENSG00000275066.5,3898,3788,1937,768,3547,3384,559,3441,2006,1740,760,5103
ENSG00000277688.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278053.5,855,830,861,857,853,715,755,815,956,1206,947,1023
ENSG00000274620.1,4,3,0,1,6,1,0,0,0,0,1,2
ENSG00000277501.1,2,1,3,0,0,0,3,2,2,2,3,2
ENSG00000274244.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275410.6,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000275173.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290810.1,0,0,1,1,1,0,0,0,0,0,0,1
ENSG00000276715.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277341.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273513.2,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277488.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274512.6,42,40,20,31,13,34,14,20,22,18,27,42
ENSG00000274419.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278299.6,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000274615.1,3,7,6,8,12,12,6,9,7,9,5,5
ENSG00000275006.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278599.6,0,1,0,0,0,0,2,0,0,0,0,0
ENSG00000274663.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274611.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291088.1,3,0,0,3,4,1,1,0,2,2,1,11
ENSG00000274487.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274284.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278845.5,566,584,852,843,601,609,695,638,904,1012,938,594
ENSG00000277399.6,0,0,2,2,0,0,3,0,1,0,0,0
ENSG00000274211.6,137,104,81,276,80,74,235,116,76,67,291,112
ENSG00000275832.5,25,23,7,550,12,18,452,18,14,13,523,12
ENSG00000276170.6,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000277363.5,1,0,3,6,1,0,7,0,1,2,3,0
ENSG00000274996.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273604.2,148,136,81,161,101,127,128,95,91,239,155,143
ENSG00000275238.1,1,0,1,0,0,0,0,0,1,1,0,0
ENSG00000277969.2,109,126,101,75,65,106,51,68,96,192,48,68
ENSG00000275532.2,1,1,0,0,0,1,1,0,0,0,1,0
ENSG00000275023.5,2874,2574,1117,1225,2174,2411,1074,2172,1127,1334,1159,3113
ENSG00000275665.1,2,0,1,0,0,1,0,0,0,0,0,0
ENSG00000273627.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279119.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277972.2,1700,1671,2026,1547,1799,1762,1383,1890,2017,1823,1569,1904
ENSG00000276036.1,3,0,2,0,1,0,0,2,1,0,3,2
ENSG00000277258.5,4,4,0,42,1,0,26,3,2,3,37,4
ENSG00000277182.2,0,0,0,0,2,1,2,0,0,0,4,0
ENSG00000277791.5,6779,6198,9005,6532,6815,6956,5206,6986,9541,9991,6400,7406
ENSG00000274607.1,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000276293.5,1898,1745,1277,1685,1812,1713,1333,1829,1324,853,1645,2748
ENSG00000273559.5,1048,1062,848,949,990,950,876,920,787,1085,1040,1169
ENSG00000274054.1,0,0,0,0,0,1,1,0,0,2,0,0
ENSG00000275489.2,0,0,2,1,0,0,1,0,3,0,0,0
ENSG00000125691.14,1796,1623,2340,2095,1697,1694,1853,1694,3057,2343,2436,1409
ENSG00000252699.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199293.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244086.1,8,11,13,22,8,15,13,4,14,6,15,6
ENSG00000002834.18,9023,9463,6712,4158,9423,9195,3374,9714,6658,5217,3854,12339
ENSG00000263466.1,5,2,3,3,2,3,1,1,0,0,4,9
ENSG00000277057.1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000265784.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263874.2,18,25,7,18,22,13,14,21,11,6,11,19
ENSG00000204952.3,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000265428.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266588.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277426.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266013.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214553.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290925.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000266048.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263818.5,6,3,5,5,0,0,2,1,1,0,3,1
ENSG00000161381.14,324,299,73,16,150,311,6,137,61,11,5,246
ENSG00000286443.1,1,0,1,0,0,0,0,1,0,0,2,2
ENSG00000141748.13,0,0,0,1,0,0,0,0,0,0,1,1
ENSG00000280177.1,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000266101.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000067191.17,373,349,222,505,351,395,408,366,219,202,517,504
ENSG00000108298.12,8472,7814,12204,11034,8223,8809,9298,8378,12930,10804,11641,8026
ENSG00000141750.7,0,0,0,0,1,0,0,0,1,0,1,0
ENSG00000265460.6,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000108306.13,208,178,118,190,167,158,192,161,115,126,225,283
ENSG00000266469.2,2,1,0,1,1,0,1,1,1,1,0,3
ENSG00000125686.12,922,817,682,799,717,709,604,941,731,823,835,1268
ENSG00000167258.15,531,524,506,567,510,400,507,454,490,805,595,529
ENSG00000222777.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273576.1,12,13,2,14,12,11,8,9,5,1,20,10
ENSG00000171532.5,3,4,0,3,4,0,4,0,3,0,1,2
ENSG00000214546.4,0,1,0,5,1,0,4,0,0,2,1,2
ENSG00000131771.14,0,0,2,8,0,0,18,2,0,5,15,1
ENSG00000131748.16,3440,3697,3151,2141,2967,3751,1701,3357,2924,3127,2083,4301
ENSG00000173991.6,24,11,5,25,18,3,15,9,0,2,23,14
ENSG00000141744.4,0,1,3,0,0,1,2,1,0,0,0,1
ENSG00000161395.14,721,642,437,346,660,827,261,648,457,310,262,842
ENSG00000141736.14,27,38,50,42,24,54,24,27,67,45,45,60
ENSG00000265178.1,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000141741.12,957,973,1168,778,871,941,672,927,1140,928,896,878
ENSG00000141738.14,4,0,9,0,1,2,0,3,1,12,0,1
ENSG00000161405.17,3193,2249,619,0,1803,2258,1,1999,780,449,1,2460
ENSG00000264663.1,7,4,1,0,1,1,1,5,0,3,0,2
ENSG00000226117.1,7,7,0,0,1,4,0,4,2,2,0,1
ENSG00000186075.13,2,2,5,0,0,3,0,0,1,6,0,1
ENSG00000073605.19,163,123,61,67,107,140,67,87,74,65,77,143
ENSG00000172057.10,4699,4025,2011,797,3213,4597,602,3477,2189,1333,719,4335
ENSG00000204913.7,1,0,2,0,0,0,2,0,0,0,1,0
ENSG00000264968.1,4,1,0,3,2,1,3,0,0,0,0,0
ENSG00000167914.12,54,30,11,4,1,61,1,4,13,8,3,0
ENSG00000108344.15,6962,6618,7330,8537,7042,7179,7066,7778,7276,7190,8193,9817
ENSG00000265799.1,0,0,0,5,0,1,2,0,1,1,9,1
ENSG00000108342.13,3,1,0,3,0,1,0,0,1,2,2,1
ENSG00000008838.21,5088,4987,4569,3770,4968,5043,2943,5330,4349,5142,3721,7169
ENSG00000283721.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238793.1,2,3,1,0,0,0,0,1,1,0,0,3
ENSG00000126351.13,137,121,101,652,160,115,520,147,95,55,579,187
ENSG00000126368.6,284,274,87,310,183,262,301,170,73,72,346,236
ENSG00000279199.1,1,1,5,7,0,0,2,1,2,1,5,0
ENSG00000188895.12,672,693,508,606,581,610,538,577,555,522,685,700
ENSG00000108349.17,3384,3288,2532,4141,3206,3384,3315,3375,2565,3017,4141,4803
ENSG00000284144.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108352.13,116,89,32,122,77,57,96,58,35,40,100,89
ENSG00000274621.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171475.14,955,964,602,866,885,880,717,980,793,581,814,1372
ENSG00000094804.12,1244,1213,2667,2562,1976,1253,2221,1842,2682,3214,2880,2356
ENSG00000131759.18,1342,1362,817,379,1159,1239,293,1204,647,655,316,1596
ENSG00000287644.1,1,5,8,1,8,2,1,6,3,3,0,7
ENSG00000265666.1,3,1,4,0,0,2,0,1,1,3,2,1
ENSG00000278918.1,9,16,7,1,8,6,1,17,6,3,3,16
ENSG00000183153.7,9,5,4,8,10,8,6,3,6,7,10,6
ENSG00000266208.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264655.1,0,1,0,2,1,0,0,0,1,0,0,0
ENSG00000252618.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278346.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000131747.15,1764,1777,11821,10515,3508,1804,9091,3429,12299,9446,11634,4141
ENSG00000222881.1,1,0,1,1,1,0,3,1,2,2,4,1
ENSG00000240125.1,2,2,8,5,4,1,3,1,2,5,3,2
ENSG00000141753.7,5634,6363,909,1639,2266,5211,1096,2206,857,1351,1244,3000
ENSG00000279806.1,5,8,2,3,9,1,6,1,2,3,2,6
ENSG00000131746.13,87,89,48,86,73,49,76,83,45,68,79,87
ENSG00000266088.6,482,421,178,252,197,523,197,216,184,137,287,264
ENSG00000126353.3,2501,2527,4616,957,1793,2709,752,1973,4346,7952,894,2545
ENSG00000279775.1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000073584.20,235,221,124,459,169,211,346,135,130,130,476,241
ENSG00000264058.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000278834.2,3,0,5,6,1,3,4,6,4,2,4,2
ENSG00000213424.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224244.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167916.5,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000291165.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229028.4,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204897.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186393.6,1,0,2,0,0,0,0,0,0,0,0,1
ENSG00000171446.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173908.9,0,2,0,0,0,0,0,0,0,0,1,0
ENSG00000264488.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186395.9,708,756,767,854,836,697,797,743,749,718,952,781
ENSG00000167920.12,74,84,193,308,102,65,303,111,184,147,314,85
ENSG00000265359.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187242.6,0,0,1,0,0,0,2,0,0,0,0,0
ENSG00000171431.4,0,0,1,0,0,0,0,0,1,0,0,1
ENSG00000234477.1,0,0,1,2,1,0,0,0,0,0,1,0
ENSG00000108244.17,0,0,1,0,0,0,0,0,2,0,0,0
ENSG00000196859.8,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000204889.11,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000212899.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212900.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226776.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212901.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221852.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204887.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221880.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188581.9,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212725.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214518.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212724.3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000213417.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237230.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240871.7,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000287602.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204880.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241241.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212722.9,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000212721.4,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000213416.4,0,0,0,1,1,2,0,0,0,0,0,0
ENSG00000198090.4,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000198271.5,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000171396.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196156.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244537.3,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198443.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251439.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240542.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248807.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239886.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204873.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187272.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241595.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198083.9,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000212659.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229351.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180386.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237183.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212658.1,4,9,1,0,5,11,0,6,0,0,0,1
ENSG00000212657.2,1,15,3,0,2,7,1,4,5,1,2,12
ENSG00000186860.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233014.1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000108516.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006059.4,0,0,0,0,0,2,1,0,0,0,0,0
ENSG00000131738.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131737.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000094796.5,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000234859.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225438.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108417.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171360.4,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000236473.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108759.4,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223125.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197079.9,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000126337.14,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000171401.15,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000229732.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171346.16,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000283796.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171345.13,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226629.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000171403.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186847.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186832.9,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000128422.18,0,0,5,0,1,0,0,0,7,1,0,1
ENSG00000289252.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290861.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214514.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278954.1,0,0,0,1,0,1,0,0,0,2,4,1
ENSG00000173812.11,14523,15124,12958,6899,15294,14957,5758,15396,12732,17080,6634,18913
ENSG00000184502.4,0,0,1,0,0,0,0,1,0,0,1,0
ENSG00000173805.16,15,11,3,0,16,9,3,21,7,0,3,11
ENSG00000201920.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239542.3,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000173801.17,17,10,27,404,7,19,299,6,28,14,390,5
ENSG00000141696.13,262,246,133,198,283,251,151,311,142,152,181,367
ENSG00000141756.19,1,1,1,1,0,0,1,1,1,1,0,0
ENSG00000141698.17,960,988,1060,1147,1391,1057,925,1448,965,1348,1146,1634
ENSG00000161594.7,1,2,2,2,0,1,0,0,0,0,1,4
ENSG00000259623.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178502.6,348,305,166,490,263,293,340,299,185,238,454,438
ENSG00000131473.17,9877,9196,9345,3897,9463,9845,3052,10309,9062,9278,3705,15165
ENSG00000274630.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204815.10,15,20,17,101,17,8,93,14,18,35,118,11
ENSG00000173786.17,3976,3876,4171,4439,4307,4073,3854,4421,3927,4998,4294,6320
ENSG00000168259.17,1279,1123,1145,1078,1276,1140,880,1336,1358,969,1087,1508
ENSG00000168256.18,1167,1337,1172,2160,1140,1318,1767,1265,1077,1535,2151,1616
ENSG00000187595.18,1,0,3,366,3,1,294,0,1,3,398,3
ENSG00000267221.3,0,2,0,124,1,3,85,1,0,1,83,1
ENSG00000108771.13,658,602,1119,691,529,593,704,692,1193,2223,663,976
ENSG00000108773.11,1692,1644,1628,3698,1582,1687,3175,1613,1548,2040,3625,2202
ENSG00000267261.5,0,1,0,0,0,1,1,0,0,0,0,0
ENSG00000260325.2,5,1,6,6,3,6,6,6,2,2,9,13
ENSG00000108774.15,844,645,495,677,718,769,456,873,622,528,658,917
ENSG00000267658.1,3,1,0,2,3,0,2,5,1,0,3,2
ENSG00000089558.9,40,20,17,0,21,19,1,28,19,88,4,19
ENSG00000161610.1,3,0,0,0,1,0,0,0,1,0,2,3
ENSG00000167925.16,877,963,818,515,864,908,415,838,705,673,453,1161
ENSG00000173757.11,7865,7966,5197,6685,6164,7490,5523,6768,5292,4501,6355,8244
ENSG00000280295.1,1,0,0,0,0,0,0,0,0,0,1,1
ENSG00000267758.1,2,1,0,0,0,0,0,0,0,0,2,0
ENSG00000236194.3,12,4,2,0,5,4,1,6,9,0,5,11
ENSG00000278829.1,2,0,0,3,3,1,1,1,0,0,0,1
ENSG00000126561.18,4676,4421,3978,7806,3961,4569,6308,4348,3817,4894,7458,6371
ENSG00000168610.16,7523,7605,3613,2407,6498,7151,2019,6326,3442,7737,2392,8912
ENSG00000177469.13,62,96,15,12,13,106,9,13,16,47,5,11
ENSG00000289579.1,0,3,1,0,0,0,0,0,1,0,0,0
ENSG00000238704.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000033627.18,267,254,84,830,158,298,589,189,77,112,800,249
ENSG00000264314.1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000267222.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267632.1,2,3,1,2,0,1,3,0,3,0,4,0
ENSG00000283929.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267185.1,153,153,185,250,217,165,169,207,197,203,225,200
ENSG00000108784.10,587,692,619,334,592,585,247,565,548,482,333,770
ENSG00000266929.1,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000108785.7,3,4,5,41,4,1,20,2,3,0,36,11
ENSG00000266962.3,75,51,56,54,53,54,41,36,51,92,63,45
ENSG00000108786.11,4,1,2,3,3,0,0,3,5,3,7,2
ENSG00000068120.15,4042,3769,4170,5041,3465,3968,3898,3691,3660,5318,4814,5210
ENSG00000108788.12,1779,1995,2061,1617,1776,1967,1295,1889,1910,2090,1560,2337
ENSG00000131470.15,194,167,343,241,270,232,205,279,399,453,226,326
ENSG00000287710.1,6,10,11,23,1,6,17,5,9,6,28,5
ENSG00000141699.11,3352,3511,1394,1740,3327,3555,1373,3657,1733,993,1686,4926
ENSG00000280183.1,2,0,0,0,0,0,0,0,0,0,1,0
ENSG00000131462.9,2251,2266,4788,4228,2709,2612,3519,2890,4078,5902,4008,3576
ENSG00000267189.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267132.1,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000037042.9,219,215,118,395,107,202,356,118,96,97,458,164
ENSG00000068137.15,16,26,28,211,35,35,164,24,41,22,181,23
ENSG00000184451.5,61,70,32,137,20,56,91,26,41,21,121,39
ENSG00000267042.1,1,0,0,5,1,0,4,0,0,0,8,0
ENSG00000108797.12,43,39,10,126,24,27,116,27,4,14,121,21
ENSG00000267765.1,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000108799.13,863,837,406,577,647,776,498,789,539,402,607,967
ENSG00000275273.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239671.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273650.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214578.5,11,13,26,81,16,18,46,15,41,29,49,27
ENSG00000197291.9,0,1,4,7,4,1,6,3,2,2,1,6
ENSG00000131477.11,0,0,0,28,0,0,20,0,0,3,30,0
ENSG00000131475.7,943,983,1765,976,1203,1122,878,1186,1931,1779,964,1396
ENSG00000126562.17,0,1,1,78,0,2,85,0,6,1,103,0
ENSG00000183978.8,938,996,1226,1153,1062,992,913,1006,1310,1163,1183,1159
ENSG00000176563.10,12,7,3,7,4,10,6,9,3,4,11,11
ENSG00000126581.13,3399,3486,3028,2122,3095,3597,1804,3360,3071,3148,2251,3808
ENSG00000278447.1,6,4,2,6,3,3,2,4,1,3,4,3
ENSG00000131467.12,6675,6611,6240,5962,6944,6224,5705,6593,6489,8033,6952,8479
ENSG00000131480.9,29,10,12,127,10,13,101,9,8,16,139,7
ENSG00000131471.7,5,2,1,104,3,7,70,1,2,1,79,2
ENSG00000291070.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260105.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213373.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252039.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131482.10,0,0,2,0,1,0,0,0,1,0,0,0
ENSG00000212149.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266967.7,30,17,6,26,20,29,32,22,16,21,35,36
ENSG00000108825.18,2,1,0,1,0,0,0,0,0,0,2,0
ENSG00000267060.7,1,2,3,17,1,1,13,1,1,0,23,0
ENSG00000198863.8,972,1053,668,1691,772,948,1284,809,559,768,1711,1083
ENSG00000131469.15,2973,3101,4576,4343,3439,3204,3988,3175,5281,4642,4869,3266
ENSG00000068079.8,2741,2629,3809,184,3232,2784,215,3399,3791,7207,187,4379
ENSG00000108828.16,1136,1291,908,11645,761,1295,9566,866,754,683,10538,1107
ENSG00000108830.10,3,2,9,177,0,2,141,2,8,5,140,1
ENSG00000012048.24,767,670,1238,774,1039,682,685,1091,1488,1404,852,1681
ENSG00000240828.1,0,2,1,1,3,2,0,0,4,1,1,1
ENSG00000198496.12,32,35,64,172,44,25,135,56,60,50,167,50
ENSG00000285057.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267681.1,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000267002.4,47,53,48,184,39,38,202,55,42,47,233,72
ENSG00000267595.1,0,0,0,1,0,0,3,0,0,0,0,2
ENSG00000267340.1,0,0,1,5,4,1,0,0,1,0,1,0
ENSG00000188554.15,3062,3304,2756,1754,2881,3224,1534,2837,2811,2647,1885,3552
ENSG00000184988.8,159,139,91,143,109,121,108,112,73,145,156,179
ENSG00000236383.9,3,10,7,10,15,2,17,6,4,9,15,17
ENSG00000274585.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275616.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273709.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274432.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278048.1,0,0,13,7,1,0,5,0,16,32,7,1
ENSG00000276596.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277903.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278774.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274862.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274062.1,0,0,0,0,0,0,0,0,0,0,0,0
